job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,remote_work_type,posting_year,application_duration,posting_month_num,posting_month
AI Consultant,228270,Executive Level,Full-Time,Singapore,Medium,50,"Azure, Hadoop, Computer Vision",PhD,17,Manufacturing,2024-08-09,2024-10-03,5.9,Algorithmic Solutions,Hybrid,2024,55,8,August
NLP Engineer,173586,Mid Level,Full-Time,Switzerland,Large,100,"Deep Learning, Statistics, Scala, Computer Vision",Master,4,Education,2024-06-30,2024-08-25,8.6,Quantum Computing Inc,Remote,2024,56,6,June
AI Product Manager,54095,Mid Level,Part-Time,Finland,Small,100,"Deep Learning, GCP, Python, PyTorch, Kubernetes",Master,2,Real Estate,2024-08-10,2024-08-30,8.4,Autonomous Tech,Remote,2024,20,8,August
Computer Vision Engineer,42972,Entry Level,Full-Time,Finland,Large,0,"PyTorch, R, Kubernetes, Computer Vision",Associate,0,Government,2025-02-21,2025-04-24,9.0,Advanced Robotics,On-site,2025,62,2,February
AI Architect,193479,Executive Level,Freelance,United Kingdom,Large,100,"NLP, Scala, SQL, GCP, Deep Learning",Master,15,Transportation,2025-02-02,2025-03-22,8.4,DataVision Ltd,Remote,2025,48,2,February
AI Specialist,87729,Senior Level,Full-Time,Ireland,Medium,0,"Kubernetes, Scala, Deep Learning",Master,7,Government,2024-06-20,2024-08-03,9.4,Quantum Computing Inc,On-site,2024,44,6,June
AI Architect,85230,Senior Level,Contract,Ireland,Small,0,"Tableau, GCP, Linux",Bachelor,7,Retail,2024-01-05,2024-02-05,7.6,Machine Intelligence Group,On-site,2024,31,1,January
Head of AI,151786,Executive Level,Part-Time,Israel,Medium,50,"AWS, Computer Vision, Python",Associate,17,Gaming,2024-03-04,2024-05-06,6.0,Cognitive Computing,Hybrid,2024,63,3,March
Data Engineer,49827,Mid Level,Freelance,India,Small,100,"Kubernetes, Hadoop, Tableau",Bachelor,2,Automotive,2024-10-15,2024-11-14,7.9,Quantum Computing Inc,Remote,2024,30,10,October
Principal Data Scientist,60932,Mid Level,Part-Time,Israel,Small,50,"Java, Python, GCP",Associate,4,Finance,2024-03-11,2024-04-15,8.2,Digital Transformation LLC,Hybrid,2024,35,3,March
Deep Learning Engineer,129701,Mid Level,Part-Time,United States,Large,100,"Python, NLP, Spark",Associate,4,Telecommunications,2024-07-18,2024-09-01,6.4,Cognitive Computing,Remote,2024,45,7,July
Head of AI,187298,Executive Level,Freelance,South Korea,Large,0,"Data Visualization, Git, Scala",Associate,17,Transportation,2024-05-30,2024-06-18,7.0,Machine Intelligence Group,On-site,2024,19,5,May
AI Product Manager,87647,Mid Level,Full-Time,Sweden,Small,50,"R, GCP, MLOps, AWS, Tableau",Master,3,Automotive,2024-01-27,2024-02-27,7.0,Digital Transformation LLC,Hybrid,2024,31,1,January
Data Engineer,79135,Entry Level,Part-Time,Germany,Large,50,"GCP, Python, Linux",Bachelor,0,Finance,2024-06-05,2024-06-29,5.4,Cognitive Computing,Hybrid,2024,24,6,June
AI Specialist,95348,Senior Level,Part-Time,Japan,Small,100,"Scala, GCP, Statistics",Master,9,Gaming,2024-08-12,2024-10-19,6.0,Neural Networks Co,Remote,2024,68,8,August
Data Engineer,121523,Executive Level,Freelance,Austria,Large,0,"Java, Statistics, Kubernetes, Mathematics",PhD,13,Government,2025-02-08,2025-04-19,8.1,TechCorp Inc,On-site,2025,70,2,February
Robotics Engineer,52964,Entry Level,Freelance,Austria,Large,50,"Spark, R, MLOps, Statistics",PhD,0,Gaming,2024-04-08,2024-05-10,7.0,Advanced Robotics,Hybrid,2024,32,4,April
NLP Engineer,46995,Entry Level,Contract,Israel,Large,0,"Python, Hadoop, Deep Learning, TensorFlow, AWS",Master,0,Energy,2024-11-13,2024-12-08,7.6,Algorithmic Solutions,On-site,2024,25,11,November
Head of AI,113003,Senior Level,Full-Time,Canada,Small,100,"Git, SQL, PyTorch",Bachelor,5,Transportation,2024-05-29,2024-08-08,5.2,DataVision Ltd,Remote,2024,71,5,May
NLP Engineer,57078,Entry Level,Freelance,Singapore,Small,50,"Python, PyTorch, R, Docker",PhD,0,Gaming,2025-04-07,2025-05-24,5.6,Machine Intelligence Group,Hybrid,2025,47,4,April
AI Product Manager,133039,Executive Level,Freelance,South Korea,Large,50,"Git, PyTorch, MLOps, GCP, Mathematics",Bachelor,13,Healthcare,2024-06-23,2024-07-29,9.7,Neural Networks Co,Hybrid,2024,36,6,June
AI Software Engineer,45719,Entry Level,Full-Time,Japan,Medium,50,"NLP, Mathematics, Deep Learning, SQL, PyTorch",Associate,1,Energy,2025-04-13,2025-04-30,9.9,Machine Intelligence Group,Hybrid,2025,17,4,April
Machine Learning Engineer,93022,Senior Level,Contract,China,Large,0,"Git, Statistics, TensorFlow, Scala, NLP",Bachelor,5,Manufacturing,2024-09-11,2024-11-23,8.1,Smart Analytics,On-site,2024,73,9,September
Principal Data Scientist,175684,Senior Level,Part-Time,Switzerland,Large,0,"TensorFlow, Tableau, SQL",Master,8,Healthcare,2024-02-08,2024-02-25,7.5,Machine Intelligence Group,On-site,2024,17,2,February
AI Research Scientist,61337,Mid Level,Part-Time,Ireland,Large,100,"Kubernetes, Hadoop, Deep Learning",Master,3,Healthcare,2024-05-11,2024-06-09,6.5,Predictive Systems,Remote,2024,29,5,May
Autonomous Systems Engineer,49118,Entry Level,Contract,Canada,Medium,50,"PyTorch, R, Kubernetes, Python, Docker",Master,1,Consulting,2024-11-29,2024-12-16,7.8,DataVision Ltd,Hybrid,2024,17,11,November
Computer Vision Engineer,87718,Entry Level,Part-Time,Switzerland,Medium,0,"Computer Vision, TensorFlow, PyTorch, SQL, Git",Associate,1,Healthcare,2024-07-23,2024-09-07,6.0,Cognitive Computing,On-site,2024,46,7,July
AI Product Manager,174949,Executive Level,Freelance,United Kingdom,Small,0,"Scala, Linux, PyTorch",PhD,10,Technology,2024-02-20,2024-04-22,9.0,Cognitive Computing,On-site,2024,62,2,February
Data Scientist,235369,Executive Level,Full-Time,Switzerland,Small,100,"PyTorch, SQL, AWS, Kubernetes",Bachelor,15,Technology,2024-10-14,2024-12-08,8.1,Cloud AI Solutions,Remote,2024,55,10,October
Machine Learning Engineer,83302,Entry Level,Contract,Germany,Large,0,"Mathematics, Linux, Hadoop, Computer Vision",Associate,0,Finance,2025-04-18,2025-06-15,8.4,Cognitive Computing,On-site,2025,58,4,April
ML Ops Engineer,167367,Senior Level,Freelance,Norway,Large,100,"PyTorch, Git, Statistics, Tableau",PhD,9,Real Estate,2024-10-31,2024-12-19,6.6,Future Systems,Remote,2024,49,10,October
Computer Vision Engineer,247024,Executive Level,Part-Time,Denmark,Large,50,"GCP, Git, Java, Python, TensorFlow",Master,10,Transportation,2024-10-29,2024-11-19,5.7,Cognitive Computing,Hybrid,2024,21,10,October
AI Software Engineer,43141,Entry Level,Full-Time,India,Medium,0,"Python, Git, Statistics, Hadoop",PhD,0,Telecommunications,2024-02-04,2024-02-23,9.4,Algorithmic Solutions,On-site,2024,19,2,February
Data Engineer,139300,Senior Level,Part-Time,Denmark,Medium,50,"Azure, AWS, Docker, Kubernetes",Bachelor,6,Education,2025-01-12,2025-03-18,7.0,AI Innovations,Hybrid,2025,65,1,January
Computer Vision Engineer,170821,Executive Level,Freelance,South Korea,Medium,100,"SQL, Deep Learning, Azure",Master,16,Government,2024-08-30,2024-09-19,7.9,DataVision Ltd,Remote,2024,20,8,August
Data Analyst,64346,Mid Level,Freelance,China,Large,0,"Linux, TensorFlow, Python",Associate,3,Technology,2024-05-16,2024-07-09,9.3,Smart Analytics,On-site,2024,54,5,May
ML Ops Engineer,136221,Senior Level,Part-Time,Singapore,Medium,50,"AWS, Statistics, Scala",Bachelor,8,Telecommunications,2024-05-23,2024-06-14,7.5,Advanced Robotics,Hybrid,2024,22,5,May
AI Consultant,122668,Mid Level,Freelance,Norway,Small,100,"GCP, Hadoop, Deep Learning, Java, Data Visualization",PhD,4,Energy,2025-01-24,2025-03-19,5.7,Advanced Robotics,Remote,2025,54,1,January
Machine Learning Engineer,48788,Entry Level,Contract,Israel,Small,0,"Azure, Linux, Docker, Scala",Bachelor,0,Retail,2024-11-29,2025-01-16,7.8,DeepTech Ventures,On-site,2024,48,11,November
Data Engineer,95560,Senior Level,Part-Time,Ireland,Large,50,"Python, Mathematics, TensorFlow, AWS, Git",Master,7,Automotive,2024-09-09,2024-09-23,6.3,Autonomous Tech,Hybrid,2024,14,9,September
AI Architect,141898,Senior Level,Contract,United Kingdom,Small,50,"Git, Kubernetes, NLP, R, TensorFlow",Master,9,Manufacturing,2025-02-18,2025-03-05,7.3,Neural Networks Co,Hybrid,2025,15,2,February
Research Scientist,101595,Entry Level,Contract,Switzerland,Medium,0,"SQL, TensorFlow, MLOps, R, Docker",Bachelor,1,Consulting,2025-01-16,2025-03-08,8.3,DataVision Ltd,On-site,2025,51,1,January
Deep Learning Engineer,61960,Mid Level,Contract,Ireland,Large,0,"Python, Kubernetes, Docker, Data Visualization, TensorFlow",Master,4,Manufacturing,2024-01-03,2024-02-25,8.8,Cognitive Computing,On-site,2024,53,1,January
Deep Learning Engineer,65764,Mid Level,Part-Time,South Korea,Small,0,"Tableau, Spark, Git, Hadoop, GCP",Bachelor,2,Real Estate,2024-02-14,2024-03-23,9.3,Quantum Computing Inc,On-site,2024,38,2,February
Research Scientist,73409,Mid Level,Contract,Netherlands,Small,0,"Computer Vision, Azure, Linux, Scala",Bachelor,4,Telecommunications,2024-04-24,2024-06-12,7.7,AI Innovations,On-site,2024,49,4,April
AI Consultant,73780,Senior Level,Freelance,Finland,Small,100,"Statistics, Scala, GCP, Mathematics, Kubernetes",Bachelor,7,Finance,2024-01-16,2024-02-12,10.0,TechCorp Inc,Remote,2024,27,1,January
AI Consultant,77772,Mid Level,Freelance,United States,Small,0,"GCP, Linux, Git",PhD,3,Healthcare,2024-12-21,2025-01-18,5.2,AI Innovations,On-site,2024,28,12,December
Head of AI,149281,Mid Level,Contract,United States,Large,0,"Kubernetes, Spark, MLOps",Associate,2,Government,2025-01-08,2025-03-10,5.4,AI Innovations,On-site,2025,61,1,January
NLP Engineer,64137,Mid Level,Contract,Austria,Large,0,"Python, Azure, Tableau",Bachelor,4,Energy,2024-12-26,2025-02-04,5.2,Algorithmic Solutions,On-site,2024,40,12,December
Computer Vision Engineer,140857,Senior Level,Freelance,Singapore,Large,100,"Mathematics, R, SQL, Scala, Statistics",Master,6,Retail,2024-05-05,2024-05-25,5.2,Future Systems,Remote,2024,20,5,May
Data Analyst,154360,Senior Level,Contract,United Kingdom,Large,50,"Data Visualization, Hadoop, GCP, Computer Vision, Linux",PhD,6,Technology,2024-10-22,2024-12-29,7.4,Quantum Computing Inc,Hybrid,2024,68,10,October
AI Research Scientist,44891,Entry Level,Contract,Israel,Medium,0,"GCP, Scala, Linux, SQL",PhD,0,Real Estate,2025-01-04,2025-01-23,6.0,Cloud AI Solutions,On-site,2025,19,1,January
AI Architect,91353,Mid Level,Freelance,Norway,Small,100,"GCP, SQL, Linux",Associate,2,Automotive,2024-07-13,2024-08-08,6.8,Future Systems,Remote,2024,26,7,July
Machine Learning Engineer,132391,Mid Level,Part-Time,Norway,Large,100,"Docker, Hadoop, Linux, GCP",PhD,3,Telecommunications,2025-03-20,2025-04-17,5.9,Advanced Robotics,Remote,2025,28,3,March
Research Scientist,123429,Mid Level,Freelance,Denmark,Medium,100,"SQL, Scala, Spark",PhD,2,Government,2024-03-05,2024-04-27,9.8,Algorithmic Solutions,Remote,2024,53,3,March
Machine Learning Engineer,73990,Mid Level,Part-Time,Canada,Medium,0,"NLP, Python, TensorFlow, Computer Vision, Scala",Bachelor,4,Energy,2024-05-24,2024-07-23,9.7,Smart Analytics,On-site,2024,60,5,May
AI Architect,74086,Mid Level,Full-Time,Canada,Medium,0,"TensorFlow, Azure, Java, R",Bachelor,4,Manufacturing,2024-10-15,2024-11-13,8.6,Algorithmic Solutions,On-site,2024,29,10,October
AI Specialist,62110,Mid Level,Freelance,Japan,Small,100,"Linux, Kubernetes, Computer Vision",Bachelor,3,Real Estate,2024-04-26,2024-06-03,5.3,DataVision Ltd,Remote,2024,38,4,April
Head of AI,47973,Entry Level,Part-Time,Ireland,Large,50,"TensorFlow, GCP, Python, Scala, Linux",Master,0,Media,2024-03-29,2024-04-21,8.3,Digital Transformation LLC,Hybrid,2024,23,3,March
Data Scientist,56288,Mid Level,Contract,China,Small,50,"Spark, Python, Tableau, Kubernetes, Azure",Associate,3,Healthcare,2024-04-30,2024-06-04,9.9,Smart Analytics,Hybrid,2024,35,4,April
AI Software Engineer,60705,Mid Level,Freelance,Finland,Large,50,"MLOps, Linux, Java, Data Visualization",Master,3,Technology,2025-02-16,2025-03-24,8.7,DataVision Ltd,Hybrid,2025,36,2,February
AI Software Engineer,50260,Mid Level,Part-Time,India,Small,0,"Python, Java, Azure, Computer Vision, Docker",PhD,3,Government,2024-11-01,2025-01-05,5.7,Autonomous Tech,On-site,2024,65,11,November
AI Consultant,131797,Executive Level,Part-Time,Austria,Large,100,"Hadoop, R, GCP, TensorFlow, Data Visualization",Master,15,Technology,2025-03-24,2025-05-19,7.2,Neural Networks Co,Remote,2025,56,3,March
Autonomous Systems Engineer,110296,Mid Level,Contract,Switzerland,Small,50,"Deep Learning, Scala, NLP, MLOps, Python",Bachelor,2,Government,2025-02-09,2025-03-10,5.3,Future Systems,Hybrid,2025,29,2,February
AI Consultant,123157,Mid Level,Full-Time,Switzerland,Medium,100,"AWS, Kubernetes, GCP, Statistics",Associate,3,Telecommunications,2025-01-13,2025-03-09,6.6,Autonomous Tech,Remote,2025,55,1,January
Principal Data Scientist,137826,Senior Level,Part-Time,Australia,Medium,0,"R, Scala, Java, Data Visualization",Bachelor,9,Consulting,2025-03-20,2025-04-27,6.3,Cloud AI Solutions,On-site,2025,38,3,March
Autonomous Systems Engineer,59134,Mid Level,Contract,Ireland,Small,50,"Hadoop, AWS, Data Visualization, Tableau",Associate,2,Education,2024-10-25,2025-01-05,5.5,Neural Networks Co,Hybrid,2024,72,10,October
AI Specialist,245832,Senior Level,Part-Time,Switzerland,Large,100,"AWS, Java, Git, Data Visualization, Computer Vision",PhD,6,Healthcare,2025-03-24,2025-05-02,6.6,DataVision Ltd,Remote,2025,39,3,March
NLP Engineer,75783,Senior Level,Full-Time,Austria,Medium,50,"AWS, SQL, Azure, PyTorch",Master,5,Telecommunications,2024-02-08,2024-03-11,8.4,Digital Transformation LLC,Hybrid,2024,32,2,February
AI Research Scientist,87959,Senior Level,Freelance,India,Small,0,"Linux, Kubernetes, Python, AWS",PhD,5,Media,2024-04-02,2024-04-17,8.9,DeepTech Ventures,On-site,2024,15,4,April
Head of AI,147496,Executive Level,Full-Time,Singapore,Medium,0,"Docker, Scala, Spark",Associate,12,Government,2024-10-12,2024-12-17,8.0,Autonomous Tech,On-site,2024,66,10,October
AI Research Scientist,146565,Executive Level,Part-Time,Canada,Small,100,"PyTorch, Spark, Kubernetes, Scala",PhD,16,Education,2024-09-07,2024-10-06,6.1,Advanced Robotics,Remote,2024,29,9,September
NLP Engineer,68834,Mid Level,Full-Time,Austria,Large,50,"Python, Computer Vision, Linux",Bachelor,3,Education,2024-05-13,2024-07-23,9.0,Cloud AI Solutions,Hybrid,2024,71,5,May
ML Ops Engineer,50568,Entry Level,Freelance,United Kingdom,Small,0,"Git, Spark, AWS",PhD,1,Real Estate,2025-03-17,2025-04-19,6.4,Machine Intelligence Group,On-site,2025,33,3,March
Principal Data Scientist,106840,Entry Level,Part-Time,Switzerland,Medium,100,"NLP, PyTorch, SQL, Computer Vision, Deep Learning",Master,1,Technology,2024-10-07,2024-12-08,9.3,Advanced Robotics,Remote,2024,62,10,October
Data Analyst,77161,Senior Level,Full-Time,Israel,Medium,0,"Docker, Deep Learning, Linux, Computer Vision",Associate,9,Education,2024-02-21,2024-04-12,7.9,Cloud AI Solutions,On-site,2024,51,2,February
Head of AI,78857,Entry Level,Part-Time,United States,Small,0,"Azure, Hadoop, Python, TensorFlow",Master,1,Government,2024-01-09,2024-02-09,8.1,Neural Networks Co,On-site,2024,31,1,January
Machine Learning Engineer,169925,Executive Level,Contract,Austria,Medium,100,"PyTorch, Data Visualization, Python, Mathematics",Associate,13,Energy,2024-12-16,2025-01-09,5.5,Predictive Systems,Remote,2024,24,12,December
Principal Data Scientist,111157,Mid Level,Freelance,United Kingdom,Large,0,"Hadoop, Tableau, Deep Learning",Bachelor,4,Technology,2024-02-03,2024-03-10,6.6,Autonomous Tech,On-site,2024,36,2,February
Data Scientist,195984,Executive Level,Contract,Germany,Small,50,"Computer Vision, SQL, Mathematics, Docker",Bachelor,18,Manufacturing,2024-03-24,2024-05-04,9.5,Cognitive Computing,Hybrid,2024,41,3,March
Robotics Engineer,41428,Entry Level,Part-Time,China,Small,50,"Mathematics, Azure, PyTorch, R, Linux",Associate,1,Healthcare,2024-04-25,2024-06-19,6.5,Cognitive Computing,Hybrid,2024,55,4,April
AI Architect,146917,Senior Level,Part-Time,Denmark,Medium,0,"R, Kubernetes, Statistics, NLP",Associate,9,Transportation,2024-05-28,2024-08-08,9.1,AI Innovations,On-site,2024,72,5,May
Machine Learning Researcher,99556,Senior Level,Contract,Sweden,Small,0,"SQL, Spark, NLP, PyTorch, Kubernetes",Master,9,Education,2025-03-11,2025-04-05,6.3,Advanced Robotics,On-site,2025,25,3,March
Deep Learning Engineer,48437,Entry Level,Part-Time,Finland,Medium,100,"GCP, SQL, Tableau, MLOps",PhD,1,Technology,2024-02-15,2024-03-26,8.3,Cloud AI Solutions,Remote,2024,40,2,February
AI Software Engineer,58639,Mid Level,Full-Time,South Korea,Small,50,"AWS, Mathematics, Tableau",PhD,4,Technology,2024-07-29,2024-09-04,6.8,Advanced Robotics,Hybrid,2024,37,7,July
Head of AI,184745,Executive Level,Freelance,Germany,Medium,100,"Python, Tableau, Hadoop, TensorFlow",Bachelor,14,Real Estate,2024-04-26,2024-05-16,8.8,Cognitive Computing,Remote,2024,20,4,April
Robotics Engineer,88816,Entry Level,Part-Time,Germany,Large,100,"SQL, Scala, TensorFlow, Data Visualization",Associate,0,Consulting,2025-01-04,2025-02-16,5.5,Advanced Robotics,Remote,2025,43,1,January
Head of AI,98497,Mid Level,Freelance,United Kingdom,Medium,0,"Python, AWS, Java, Statistics, Deep Learning",PhD,2,Transportation,2024-12-18,2025-02-08,9.4,Future Systems,On-site,2024,52,12,December
Data Analyst,77785,Entry Level,Full-Time,United States,Small,50,"Linux, SQL, Tableau",Bachelor,0,Manufacturing,2024-02-24,2024-03-23,5.5,Predictive Systems,Hybrid,2024,28,2,February
Data Engineer,175458,Senior Level,Freelance,Denmark,Medium,50,"TensorFlow, Spark, Data Visualization, AWS",Associate,7,Education,2024-04-08,2024-05-17,6.8,Advanced Robotics,Hybrid,2024,39,4,April
Computer Vision Engineer,154689,Senior Level,Freelance,France,Large,0,"R, Scala, SQL, Docker",Bachelor,7,Automotive,2024-12-13,2025-02-09,7.9,DeepTech Ventures,On-site,2024,58,12,December
AI Software Engineer,119839,Senior Level,Contract,Canada,Large,0,"Hadoop, Deep Learning, GCP",Bachelor,9,Energy,2024-02-18,2024-03-27,6.1,Cognitive Computing,On-site,2024,38,2,February
Computer Vision Engineer,51158,Entry Level,Full-Time,Singapore,Small,50,"MLOps, SQL, Java, Hadoop",Master,0,Finance,2025-04-03,2025-06-03,9.4,Digital Transformation LLC,Hybrid,2025,61,4,April
Data Scientist,134421,Senior Level,Part-Time,Switzerland,Small,50,"Scala, NLP, Python",Master,8,Automotive,2024-06-28,2024-08-10,7.5,Advanced Robotics,Hybrid,2024,43,6,June
Data Analyst,57920,Entry Level,Contract,India,Large,50,"Linux, AWS, NLP, R, GCP",Associate,1,Finance,2024-04-18,2024-05-11,6.2,Neural Networks Co,Hybrid,2024,23,4,April
Principal Data Scientist,174000,Mid Level,Full-Time,Switzerland,Large,0,"Mathematics, Git, Kubernetes, MLOps, Hadoop",Bachelor,4,Technology,2025-04-06,2025-05-10,6.6,Predictive Systems,On-site,2025,34,4,April
Computer Vision Engineer,90219,Entry Level,Part-Time,Denmark,Large,0,"Linux, GCP, Tableau, Docker, Computer Vision",Associate,1,Finance,2025-01-25,2025-03-30,9.2,Autonomous Tech,On-site,2025,64,1,January
Deep Learning Engineer,62127,Entry Level,Part-Time,France,Small,50,"Linux, Python, Scala",Bachelor,1,Gaming,2024-11-24,2024-12-18,6.2,Neural Networks Co,Hybrid,2024,24,11,November
Computer Vision Engineer,55851,Entry Level,Contract,Sweden,Small,0,"Python, TensorFlow, Deep Learning, Mathematics",Master,1,Automotive,2024-03-07,2024-03-22,7.1,Quantum Computing Inc,On-site,2024,15,3,March
AI Architect,97531,Entry Level,Part-Time,Denmark,Medium,100,"Hadoop, PyTorch, Git, Linux, Scala",PhD,1,Real Estate,2024-12-10,2024-12-28,9.9,Digital Transformation LLC,Remote,2024,18,12,December
Data Analyst,130903,Executive Level,Full-Time,Finland,Small,100,"Java, Scala, Mathematics, Python",Bachelor,18,Technology,2024-09-30,2024-11-17,5.7,Cognitive Computing,Remote,2024,48,9,September
